app,teks,rating,sentimen,teks_bersih
com.shopee.id,mantap keren,5,Positif,mantap keren
com.shopee.id,lumayan ok,5,Netral,lumayan ok
com.shopee.id,lebih bagus lagi,5,Positif,lebih bagus lagi
com.shopee.id,"shope skrng lama pengiriman nya + kalo bayar ada biaya tambahan 5000 udah mah lamaa ditambah ada biaya tambahan,,,masih mending kalo cepet mah gpp biaya tambahan juga",2,Netral,shope skrng lama pengiriman nya kalo bayar ada biaya tambahan sudah mah lamaa ditambah ada biaya tambahan masih mending kalo cepet mah gpp biaya tambahan juga
com.shopee.id,"jujur kezel banget belanja di shopee ini, jasa kirim SPXnya lemot+lambat banget..banget..",3,Negatif,jujur kezel banget belanja di shopee ini jasa kirim spxnya lemot lambat banget banget
com.shopee.id,bgs lah aplikasinya,5,Positif,bagus lah aplikasinya
com.shopee.id,Tolong pengiriman dipercepat seperti aplikasi online lainnya,3,Netral,tolong pengiriman dipercepat seperti aplikasi online lainnya
com.shopee.id,bagusss bngtt bisaa cod,5,Netral,bagusss bngtt bisaa cod
com.shopee.id,sejauh ini baik walaupun ada kendala tetap cepat diatasi semoga kedepannya lebih baik lagi,5,Positif,sejauh ini baik walaupun ada kendala tetap cepat diatasi semoga kedepannya lebih baik lagi
com.shopee.id,video otomatis sangat mengganggu saat mmbuka aplikasi shoope,2,Netral,video otomatis sangat mengganggu saat mmbuka aplikasi shoope
com.shopee.id,Mantap betul penangananya gercep,5,Positif,mantap betul penangananya gercep
com.shopee.id,lumayan bagus tapi agak ada banyak penipu,4,Positif,lumayan bagus tapi agak ada banyak penipu
com.shopee.id,iklan lu tuh annoying,2,Negatif,iklan lu tuh annoying
com.shopee.id,Shopee bagus 👍👍👍👍,5,Positif,shopee bagus
com.shopee.id,sangat puas banyak diskon nya,5,Positif,sangat puas banyak diskon nya
com.shopee.id,min saran apknya tolong di perkecil lagi penyimpanan supaya memori hp kita lega,5,Netral,min saran apknya tolong di perkecil lagi penyimpanan supaya memori hp kita lega
com.shopee.id,tidak pernah dapat coin shopee,1,Netral,tidak pernah dapat coin shopee
com.shopee.id,"di bulan april, banyak sekali yang mengalami pesanan balsis. udah mau sampe tapi tiba tiba ditarik kembali. bahkan ada yang udah sampe ditangan pembeli, tiba tiba di ambil kurir lagi. hampir semua pesananku yang memakai diskon, udah mau sampe, batal. gak niat ngasih diskon kah? PHP in doang! ngabis2in kuota kami. gak mikirin ke seller juga! seller udah ngemas rapi, tapi kelen kembalikan lagi barangnya! mempermainkan sekali",1,Netral,di bulan april banyak sekali yang mengalami pesanan balsis sudah mau sampe tapi tiba tiba ditarik kembali bahkan ada yang sudah sampe ditangan pembeli tiba tiba di ambil kurir lagi hampir semua pesananku yang memakai diskon sudah mau sampe batal tidak niat ngasih diskon kah php in doang ngabis in kuota kami tidak mikirin ke seller juga seller sudah ngemas rapi tapi kelen kembalikan lagi barangnya mempermainkan sekali
com.shopee.id,mantap jaya sope,5,Positif,mantap jaya sope
com.shopee.id,"pasar online yg sangat bagus.. mempermudah qta dlm berbelanja.. tinggal klik barang yg qta mau,besok nya barang SDH sampai depan rumah qta.. shopee terpercaya",5,Positif,pasar online yang sangat bagus mempermudah qta dlm berbelanja tinggal klik barang yang qta mau besok nya barang sdh sampai depan rumah qta shopee terpercaya
com.shopee.id,"iklannya maksa banget, Shopee tolong dong kurangin iklan di aplikasi lain, kadang maksa banget",4,Negatif,iklannya maksa banget shopee tolong dong kurangin iklan di aplikasi lain kadang maksa banget
com.shopee.id,alak lemot...,4,Netral,alak lemot
com.shopee.id,sopi itu ter baik untuk sopi aku akan mendukung mu,5,Positif,sopi itu ter baik untuk sopi aku akan mendukung mu
com.shopee.id,"untuk shoppe kenapa setiap ada aplikasi lo masuk2 jadi iklan paling sulit di kasih keluar,, lo sudah terkenal ngapain bikin ribet...",5,Negatif,untuk shoppe kenapa setiap ada aplikasi lo masuk jadi iklan paling sulit di kasih keluar lo sudah terkenal ngapain bikin ribet
com.shopee.id,hijab lembut murah dan berkualitas,5,Netral,hijab lembut murah dan berkualitas
com.shopee.id,pengiriman seperti ke luar angkasa..yg dulunya 1 mingguan datang...sekarang hampir 2 bulan paket blm datang²,2,Netral,pengiriman seperti ke luar angkasa yang dulunya mingguan datang sekarang hampir bulan paket blm datang
com.shopee.id,"akun sudah sampai gold, bahkan sudah mau platinum tapi spaylatter sama spinjam kalau di aktifin selalu jaringan sibuk, sudah pusat bantuan juga tetap nihil selalu jaringan sibuk.",1,Netral,akun sudah sampai gold bahkan sudah mau platinum tapi spaylatter sama spinjam kalau di aktifin selalu jaringan sibuk sudah pusat bantuan juga tetap nihil selalu jaringan sibuk
com.shopee.id,untuk UI/UX nya tolong dikurangin/diringankan.,2,Netral,untuk ui ux nya tolong dikurangin diringankan
com.shopee.id,Bagus lancar,5,Positif,bagus lancar
com.shopee.id,"sangat mengecewakan pengiriman spx paket nya suka dibawa piknik dulu sama kurirnya, jadi muter dulu seindonesia baru ke alamat😡😡😡😡",1,Positif,sangat mengecewakan pengiriman spx paket nya suka dibawa piknik dulu sama kurirnya jadi muter dulu seindonesia baru ke alamat
com.shopee.id,sangat membanti,5,Netral,sangat membanti
com.shopee.id,"shopie, sangat membantu.",5,Positif,shopie sangat membantu
com.shopee.id,baru bbrapa jam di update skr update lagi..update skr harus update lagi..gimana sih ini...tlong dong..keselll .saya kan punya spaylater..tar klao ke denda kena getahmya Gimna tolong dong perbaiki secepatnya..,1,Netral,baru bbrapa jam di update skr update lagi update skr harus update lagi gimana sih ini tlong dong keselll saya kan punya spaylater tar klao ke denda kena getahmya gimna tolong dong perbaiki secepatnya
com.shopee.id,sangat membantu the best recommended,5,Positif,sangat membantu the best recommended
com.shopee.id,"flashsale 1 rupiah dihapus saja, hanya buang2 waktu jam 00.00 menunggu flash sale sudah berhasil cek out 1 rupiah ujungnya dibatalkan 1 pihak, tidak ada kompensasi sama sekali",1,Netral,flashsale rupiah dihapus saja hanya buang waktu jam menunggu flash sale sudah berhasil cek out rupiah ujungnya dibatalkan pihak tidak ada kompensasi sama sekali
com.shopee.id,"Cukup baik, pengiriman cepat, banyak promosi",4,Positif,cukup baik pengiriman cepat banyak promosi
com.shopee.id,terbaik mmng di antr semua online shoop,5,Netral,terbaik mmng di antr semua online shoop
com.shopee.id,gampang pakai appsnya,5,Netral,gampang pakai appsnya
com.shopee.id,puas...belanja happy,5,Positif,puas belanja happy
com.shopee.id,Belanja di shopee proses pemesanan dan pengiriman barang semakin mudah dan memuaskan,5,Positif,belanja di shopee proses pemesanan dan pengiriman barang semakin mudah dan memuaskan
com.shopee.id,Setiap sukai gambar barang selalu server error..mohon d perbaiki,5,Negatif,setiap sukai gambar barang selalu server error mohon d perbaiki
com.shopee.id,ada perbaikan dari segi expedisi.,5,Netral,ada perbaikan dari segi expedisi
com.shopee.id,paling benci dengan spx express pengiriman lelet barang tidak aman pasti ada penyok/pecah... setelah pernah lihat gudang sortir spx pantas barang banyak pecah karna para pekerja menginjak2 paket2 dan sangat sembarangan,1,Netral,paling benci dengan spx express pengiriman lelet barang tidak aman pasti ada penyok pecah setelah pernah lihat gudang sortir spx pantas barang banyak pecah karna para pekerja menginjak paket dan sangat sembarangan
com.shopee.id,knapa klo pencet tombol pesanan gak bsa tolong di perbaiki lagi,1,Netral,knapa kalau pencet tombol pesanan tidak bsa tolong di perbaiki lagi
com.shopee.id,aplikasi nya sangat bagus buat mesan apa saja👍,5,Positif,aplikasi nya sangat bagus buat mesan apa saja
com.shopee.id,"udah sebulan permasalahan saya tidak selesai dana saya belum dicair""kan",1,Netral,sudah sebulan permasalahan saya tidak selesai dana saya belum dicair kan
com.shopee.id,"MUDAHKAN SEGALANYA,JADIKAN YG LEBIH BAIK LAGI, ANTI RUWET, ANTI GANGGUAN...AMAN TERKENDALI...TERPERCAYA TOP ONE PRIMA OK ⭐⭐⭐⭐⭐✍👍👍🌏🇲🇨",5,Positif,mudahkan segalanya jadikan yang lebih baik lagi anti ruwet anti gangguan aman terkendali terpercaya top one prima ok
com.shopee.id,diskon,5,Netral,diskon
com.shopee.id,belanja disini murah murah terus semua barang yang kita cari juga ada disini .,5,Netral,belanja disini murah murah terus semua barang yang kita cari juga ada disini
com.shopee.id,bagus sangat membantu berbelanja.,5,Positif,bagus sangat membantu berbelanja
com.shopee.id,"bisa gasih jangan iklan mulu tiap d apk lain selalu aja masuk ke shopee, lagian ni shopee udah ternama bgt gausah lah berlebihan ke gini",2,Negatif,bisa gasih jangan iklan mulu tiap d aplikasi lain selalu aja masuk ke shopee lagian ni shopee sudah ternama banget gausah lah berlebihan ke gini
com.shopee.id,selalu terkendala di pengiriman.. barang saya sudah 5 kali di retur sebelah pihak tanpa konfirmasi dulu..,1,Netral,selalu terkendala di pengiriman barang saya sudah kali di retur sebelah pihak tanpa konfirmasi dulu
com.shopee.id,aplikasi shoppe memudahkan belanja menjadi menguntungkan,5,Netral,aplikasi shoppe memudahkan belanja menjadi menguntungkan
com.shopee.id,cukup bisa di adalkan cuma soal pejualy selalu cek,5,Netral,cukup bisa di adalkan cuma soal pejualy selalu cek
com.shopee.id,shepee mantap sangat membatu mebuat bejanja kebutuhan jadi mudah,5,Positif,shepee mantap sangat membatu mebuat bejanja kebutuhan jadi mudah
com.shopee.id,"UI-nya jelek naur, gak jelek banget tapi bikin jengkel ege. at least, voucher diskonnya lumayan sih buat pembeli. Cuma ya potongannya cukup besar di sisi penjual, dan juga bisa terbilang cepat dalam menangani ketika komplain retur/refund.",3,Negatif,ui nya jelek naur tidak jelek banget tapi bikin jengkel ege at least voucher diskonnya lumayan sih buat pembeli cuma ya potongannya cukup besar di sisi penjual dan juga bisa terbilang cepat dalam menangani ketika komplain retur refund
com.shopee.id,semua terasa mudah,5,Positif,semua terasa mudah
com.shopee.id,makasih koinnya shopee,5,Netral,makasih koinnya shopee
com.shopee.id,sangat membantu dan memudahkan,4,Positif,sangat membantu dan memudahkan
com.shopee.id,aku suka sama aplikasi ini.. walau pengantaran nya tepat dan kadang tidak tepat..tapi bagi ku aplikasi ini sangat berguna..❤,5,Positif,aku suka sama aplikasi ini walau pengantaran nya tepat dan kadang tidak tepat tapi bagi ku aplikasi ini sangat berguna
com.shopee.id,nice thanks for best recommended seller🙏,5,Netral,nice thanks for best recommended seller
com.shopee.id,FB. El Ilham. shopee indonesia terbaik bagi gue,5,Netral,fb el ilham shopee indonesia terbaik bagi gue
com.shopee.id,gak cocok,1,Netral,tidak cocok
com.shopee.id,penangan lambat aplikasi lelet,1,Negatif,penangan lambat aplikasi lelet
com.shopee.id,"pengiriman shopee skarang udah makin lelet dan cs shopee juga bertele tele banyak ini lah itu lah dulu shopee 3-4 hari nyampe sakarang 5 hari masih di sortir emng sortir apaan sampe 5 hari ga slesai? waktu di chat tim expedisi malah makin di lama"" in kaya buang"" waktu aja kecewa banget sama shoppe skarang demnnnn broo di pesan tgl 6 tgl 19 blum nyampe"" kurirnya kalau nanam padi udah bertunas broo",1,Negatif,pengiriman shopee skarang sudah makin lelet dan cs shopee juga bertele tele banyak ini lah itu lah dulu shopee hari nyampe sakarang hari masih di sortir emng sortir apaan sampe hari tidak slesai waktu di chat tim expedisi malah makin di lama in kaya buang waktu aja kecewa banget sama shoppe skarang demnnnn broo di pesan tgl tgl blum nyampe kurirnya kalau nanam padi sudah bertunas broo
com.shopee.id,bagus siip,5,Positif,bagus siip
com.shopee.id,Shopee teman dalam menjalankan Toko online.. ❤️👍harapan saya untuk kedepannya Khususnya di wilayah Plosok jangan titip paket kepada jasa kirim barang yang tidak serius mengantar pesanan konsumen..,5,Netral,shopee teman dalam menjalankan toko online harapan saya untuk kedepannya khususnya di wilayah plosok jangan titip paket kepada jasa kirim barang yang tidak serius mengantar pesanan konsumen
com.shopee.id,GK JELAS,1,Netral,gk jelas
com.shopee.id,tmantap lancar,5,Netral,tmantap lancar
com.shopee.id,mantap lah Poko nya,5,Positif,mantap lah poko nya
com.shopee.id,kenapa si ngelag bgtt jujurr ke uda seneng murah meriah ngelag bangetttt tolong di perbaiki🫶🙏🙏,1,Netral,kenapa si ngelag bgtt jujurr ke uda seneng murah meriah ngelag bangetttt tolong di perbaiki
com.shopee.id,"pengiriman lama, translit terus kayaknya lagi dituker barangnya soalnya ga dibungkus plastik dan pelindung. sumpah beli baru seharga 150 ribu jadi bekas ga ada harganya,, baru kali ini gue belanja online kecewa,, mana ga bisa dibatalkan kayak di lazada dan Tokopedia",2,Negatif,pengiriman lama translit terus kayaknya lagi dituker barangnya soalnya tidak dibungkus plastik dan pelindung sumpah beli baru seharga ribu jadi bekas tidak ada harganya baru kali ini gue belanja online kecewa mana tidak bisa dibatalkan kayak di lazada dan tokopedia
com.shopee.id,"Belanja puas,,cma kadang Free ongkir gak bisa di gunakan.. Gak bisa ikut flash saleh pdhl udh standby 😂",5,Positif,belanja puas cma kadang free ongkir tidak bisa di gunakan tidak bisa ikut flash saleh pdhl udh standby
com.shopee.id,untuk pemesanan Shopee food bisa-bisanya driver pick up untuk 2 atau 3 orderan (sesuai pengakuan driver). orang lagi lapar ini harus nunggu sejam. keburu lewat lapernya 😵‍💫😮‍💨,2,Netral,untuk pemesanan shopee food bisa bisanya driver pick up untuk atau orderan sesuai pengakuan driver orang lagi lapar ini harus nunggu sejam keburu lewat lapernya
com.shopee.id,"aplikasinya bagusss tapii,dulu dulu enak buat pesen tpi Kenapa sekarang gak bisaa di buat pesen yaa, katanya suruh masukin no hp ,tapi kan padhl udah ada no hp nyaa",1,Netral,aplikasinya bagusss tapii dulu dulu enak buat pesen tpi kenapa sekarang tidak bisaa di buat pesen yaa katanya suruh masukin no hp tapi kan padhl sudah ada no hp nyaa
com.shopee.id,aplikasi yang rekomendasi sekali cocok untuk belanja apapun,5,Positif,aplikasi yang rekomendasi sekali cocok untuk belanja apapun
com.shopee.id,"sangat meringankan untuk saat ini hanya kendala di pengiriman yg memakan waktu cukup lama, 3 minggu baru sampai tujuan, blm lagi kalaw lewat dari estimasi 2-3 hari...",5,Netral,sangat meringankan untuk saat ini hanya kendala di pengiriman yang memakan waktu cukup lama minggu baru sampai tujuan blm lagi kalaw lewat dari estimasi hari
com.shopee.id,jangn unduh apk ini krna semakin mmbuatku semakin jaya memakai shopee jadi lebih enak online berbelnja,5,Netral,jangn unduh aplikasi ini krna semakin mmbuatku semakin jaya memakai shopee jadi lebih enak online berbelnja
com.shopee.id,semakin baik,5,Positif,semakin baik
com.shopee.id,"barang ok, cocok",5,Netral,barang ok cocok
com.shopee.id,ok siy,5,Netral,ok siy
com.shopee.id,barang yang dijual bagus datang barang sesuai dengan pesanan,5,Positif,barang yang dijual bagus datang barang sesuai dengan pesanan
com.shopee.id,proses cepat mantap,5,Positif,proses cepat mantap
com.shopee.id,udah join vip. diskon gak beda jauh ama non vip.padahal yg lain dapet diskon gila² an padahal gak join apa². fungsi vipnya buat apa?,3,Netral,sudah join vip diskon tidak beda jauh ama non vip padahal yang lain dapet diskon gila an padahal tidak join apa fungsi vipnya buat apa
com.shopee.id,sangat memudahkan untuk belanja kebutuhan,5,Netral,sangat memudahkan untuk belanja kebutuhan
com.shopee.id,"bgus, tp ada beberapa voucher yang mengaruskan pelanggan terverifikasi padahal ktp saya diblokir sama shopee. dan sebab ktp saya diblokir juga karena aplikasi shopee yang dibobol oleh penipu, udah saya urus berkali kali dan ga pernah bisa akibat akun yang dibekukan, minta tolong kebijakannya kk 🙏. Karena KTP juga masih ktp saya dan penyebab itu dibekukan karena penipu. saya juga jadi ga bisa pakai voucher itu padhaal dulunya voucher itu bebas untuk seluruh pengguna",2,Netral,bgus tapi ada beberapa voucher yang mengaruskan pelanggan terverifikasi padahal ktp saya diblokir sama shopee dan sebab ktp saya diblokir juga karena aplikasi shopee yang dibobol oleh penipu sudah saya urus berkali kali dan tidak pernah bisa akibat akun yang dibekukan minta tolong kebijakannya kk karena ktp juga masih ktp saya dan penyebab itu dibekukan karena penipu saya juga jadi tidak bisa pakai voucher itu padhaal dulunya voucher itu bebas untuk seluruh pengguna
com.shopee.id,Kalo mau iklan jan di mana aja gw mau pencet cakra kagak bisa bisa,1,Negatif,kalo mau iklan jan di mana aja gw mau pencet cakra kagak bisa bisa
com.shopee.id,"min kasi pilihan pengiriman nya spx lelet kayak gak niat kerja,lebih cepat jnt-jne kalau pakai jasa pengiriman spx berminggu"" di tempat yang sama ngk ada pergerakan paket nya",3,Positif,min kasi pilihan pengiriman nya spx lelet kayak tidak niat kerja lebih cepat jnt jne kalau pakai jasa pengiriman spx berminggu di tempat yang sama ngk ada pergerakan paket nya
com.shopee.id,layanannya bagus,5,Positif,layanannya bagus
com.shopee.id,memudahkan banyak urusan top rekomendasi,5,Positif,memudahkan banyak urusan top rekomendasi
com.shopee.id,gacorrr,5,Netral,gacorrr
com.shopee.id,kenapa pengajuan Spinjam di tolak terus....padahal 3x pinjam saya gag pernah telat bayar....gag bisa di andalkan sekarang....hadeh,1,Netral,kenapa pengajuan spinjam di tolak terus padahal x pinjam saya gag pernah telat bayar gag bisa di andalkan sekarang hadeh
com.shopee.id,payah..nomer hilang ga bisa kasih solusi buat upgrade shoope pay plus.,1,Netral,payah nomer hilang tidak bisa kasih solusi buat upgrade shoope pay plus
com.shopee.id,shope sudah tidak amanah,1,Netral,shope sudah tidak amanah
com.shopee.id,senang sekali,5,Netral,senang sekali
com.shopee.id,"MOHON UNTUK MANAJEMEN JASA PENGIRIMAN SPX LEBIH DIPERHATIKAN DETAIL PELAYANAN DAN TANGGUNG JAWABNYA, BANYAK KASUS BARANG HILANG ATAU BERKURANG JUMLAHNYA KETIKA SAMPAI DI CUSTOMER PADAHAL PENJUAL SUDAH MENGIRIM BARANG YG SESUAI,. KARYAWAN SPX TIDAK BERINTEGRITAS SAMA SEKALI DAN TIDAK ADA TINDAK LANJUT DARI SHOPEE.",1,Netral,mohon untuk manajemen jasa pengiriman spx lebih diperhatikan detail pelayanan dan tanggung jawabnya banyak kasus barang hilang atau berkurang jumlahnya ketika sampai di customer padahal penjual sudah mengirim barang yang sesuai karyawan spx tidak berintegritas sama sekali dan tidak ada tindak lanjut dari shopee
com.shopee.id,"Shopee sangat mengecewakan. Saya pesan barang COD pakai koin, tapi paket tidak pernah sampai dan malah dikembalikan ke penjual. Parahnya, koin saya tidak dikembalikan padahal saya tidak menerima barang sama sekali. Customer service juga tidak memberi solusi jelas. Ini sangat merugikan dan tidak adil bagi pengguna. Kepercayaan saya terhadap Shopee benar-benar hilang. Tidak direkomendasikan.",1,Netral,shopee sangat mengecewakan saya pesan barang cod pakai koin tapi paket tidak pernah sampai dan malah dikembalikan ke penjual parahnya koin saya tidak dikembalikan padahal saya tidak menerima barang sama sekali customer service juga tidak memberi solusi jelas ini sangat merugikan dan tidak adil bagi pengguna kepercayaan saya terhadap shopee benar benar hilang tidak direkomendasikan
com.shopee.id,sanggat memuaskan,5,Netral,sanggat memuaskan
com.shopee.id,online shop paling top,5,Netral,online shop paling top
com.shopee.id,"bagus sih apk nya,,cumasayang s pinjam sya gk di acc",5,Positif,bagus sih aplikasi nya cumasayang s pinjam sya gk di acc
com.shopee.id,"Alhamdulillah dengan adanya aplikasi ini, jadi gampang deh belanja enggak usah repot-repot keluar mantul mantap betul terimakasih👍👍👍",5,Positif,alhamdulillah dengan adanya aplikasi ini jadi gampang deh belanja enggak usah repot repot keluar mantap mantap betul terimakasih
com.shopee.id,ajukan bagus,5,Positif,ajukan bagus
com.shopee.id,mantappp.. pake aplikasi Shopee gak nyesel saya suka banget tank's.. yaa..mantaapp ka..,5,Positif,mantappp pakai aplikasi shopee tidak nyesel saya suka banget tank s yaa mantaapp ka
com.shopee.id,"jangan di dowload kalau gak mau nyesel, pesanan COD kurirnya tidak mengantar tahu tahu barang udah balik ke penjual lagi, tampa di kirimkan ke rumah, eh yang di rugikan akun saya, yang katanya melanggar kebijakan hahahhaa, saya menunggu barang saya yang tidak di antar, tapi saya yang di rugikan dan gak bisa buat COD lagi, laporan demi laporan udah aku buat, tapi sama aja malah saya di minta dowload aplikasi rupiah cepat dengan alasan untuk bisa di gunakan lagi COD nya wkwkwkw, hati hati kalian,",1,Positif,jangan di dowload kalau tidak mau nyesel pesanan cod kurirnya tidak mengantar tahu tahu barang sudah balik ke penjual lagi tampa di kirimkan ke rumah eh yang di rugikan akun saya yang katanya melanggar kebijakan hahahhaa saya menunggu barang saya yang tidak di antar tapi saya yang di rugikan dan tidak bisa buat cod lagi laporan demi laporan sudah aku buat tapi sama aja malah saya di minta dowload aplikasi rupiah cepat dengan alasan untuk bisa di gunakan lagi cod nya wkwkwkw hati hati kalian
com.shopee.id,sangat sangat sangat bagus untuk di download,5,Positif,sangat sangat sangat bagus untuk di download
com.shopee.id,baik tapi mengapa ya ada yang murah barangnya tapi enggak bisa di checkout,5,Positif,baik tapi mengapa ya ada yang murah barangnya tapi enggak bisa di checkout
com.shopee.id,Ada apa dengan shopee,5,Netral,ada apa dengan shopee
com.shopee.id,nggak ad penyelesaian kalau ada keluhan,1,Netral,nggak ad penyelesaian kalau ada keluhan
com.shopee.id,aktfkan payleternya,5,Netral,aktfkan payleternya
com.shopee.id,jasa kirim sopi sangat lah buruk jdi males blanja sopi,1,Negatif,jasa kirim sopi sangat lah buruk jdi males blanja sopi
com.shopee.id,"pengiriman di monopoly sma spx aj, paket overload pesanan sering dbatal kan,",1,Netral,pengiriman di monopoly sma spx aj paket overload pesanan sering dbatal kan
com.shopee.id,shopee dapat di percaya...amanah..baik...pokonya aku suka shopee❤️❤️❤️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,Positif,shopee dapat di percaya amanah baik pokonya aku suka shopee
com.shopee.id,baik bagus top,5,Positif,baik bagus top
com.shopee.id,dulu shopee bagus sekarang kalau kita order lama betul baru sampai di,1,Positif,dulu shopee bagus sekarang kalau kita order lama betul baru sampai di
com.shopee.id,terbaik pokoknya shopee,5,Netral,terbaik pokoknya shopee
com.shopee.id,pas belanja,5,Netral,pas belanja
com.shopee.id,ribet sekaran shope harus verif muka padahal dulu ga sepeerti itu harus kalo mau ada verif muka ad filturnya siapa yang mau aktipin sama yang engga sekaran udab hpus apps shope rbettttt,1,Netral,ribet sekaran shope harus verif muka padahal dulu tidak sepeerti itu harus kalo mau ada verif muka ad filturnya siapa yang mau aktipin sama yang engga sekaran udab hpus apps shope rbettttt
com.shopee.id,bagus untuk belanja,5,Positif,bagus untuk belanja
com.shopee.id,no saya baru di beli tapi kok sudah ada akun lain nya,1,Netral,no saya baru di beli tapi kok sudah ada akun lain nya
com.shopee.id,"GAJELAS BANGET INI APK PDAHAL GW MAU CEK OUT MALAH GABISA (MD)EROR DICURIGAI AKTIVITAS, PDAHAL GW GA NGAPA' IN DASAR SHOPE GAJELAS GAMAU LG GW MAKE NI APK NAJONG",1,Netral,gajelas banget ini aplikasi pdahal gw mau cek out malah gabisa md eror dicurigai aktivitas pdahal gw tidak ngapa in dasar shope gajelas gamau lg gw make ni aplikasi najong
com.shopee.id,aplikasi sesuai kebutuhan..,5,Netral,aplikasi sesuai kebutuhan
com.shopee.id,sangat bagusss dan baikl,5,Netral,sangat bagusss dan baikl
com.shopee.id,sangat membantu dikala malas keluar rumah,5,Positif,sangat membantu dikala malas keluar rumah
com.shopee.id,aplikasi yang ramah lingkungan banyak promo di shopee food..,5,Netral,aplikasi yang ramah lingkungan banyak promo di shopee food
com.shopee.id,aplikasi gak bagus masa tb tb saldo saya di paylater ngilang tanpa di pake 😡apk apa siih inii nyesel bgt sayaa 😭😡,1,Positif,aplikasi tidak bagus masa tb tb saldo saya di paylater ngilang tanpa di pakai aplikasi apa siih inii nyesel banget sayaa
com.shopee.id,sekarang shopee dibuka susah bgtt,5,Negatif,sekarang shopee dibuka susah bgtt
com.shopee.id,"shopee makin kesini malah jadi mengecewakan ya, harga barang 2,699k saat di CO malah jadi 3,067k, dan dengan ongkir 300k di kota yang sama tapi masih dikenakan tambahan subtotal ukuran khusus 89k, kalau masih ada tambahan subtotal ukuran khusus jadi kenapa ongkir awal bisa sampai 300rb untuk di kota yang sama?? tolong lah masuk akal, itu ongkir bisa sampai 300rb bukannya karna ukurannya besar? jadi untuk apa subtotal ukuran khusus ini dibuat?",1,Netral,shopee makin kesini malah jadi mengecewakan ya harga barang k saat di co malah jadi k dan dengan ongkir k di kota yang sama tapi masih dikenakan tambahan subtotal ukuran khusus k kalau masih ada tambahan subtotal ukuran khusus jadi kenapa ongkir awal bisa sampai rb untuk di kota yang sama tolong lah masuk akal itu ongkir bisa sampai rb bukannya karna ukurannya besar jadi untuk apa subtotal ukuran khusus ini dibuat
com.shopee.id,bgs lah pokok nya,5,Positif,bagus lah pokok nya
com.shopee.id,"males lagi buka app lain kayak Wattpad tiba-tiba ke beranda shopee, tolong dong jangan jadi jelek kek gini",1,Negatif,males lagi buka app lain kayak wattpad tiba tiba ke beranda shopee tolong dong jangan jadi jelek kek gini
com.shopee.id,"suka sekali, selama pakai shoppe selalu puas. selain memudahkan belanja online dengan penawaran cod barang yang dijual juga sesuai dengan yang diharapkan. sudah langganan dengan shoppe selama bertahun tahun.",5,Positif,suka sekali selama pakai shoppe selalu puas selain memudahkan belanja online dengan penawaran cod barang yang dijual juga sesuai dengan yang diharapkan sudah langganan dengan shoppe selama bertahun tahun
com.shopee.id,baik aplikasinya,5,Positif,baik aplikasinya
com.shopee.id,langganan buat belanja,5,Netral,langganan buat belanja
com.shopee.id,pesanan la bener sampainya trus stuck statusnya 6 hri,1,Netral,pesanan la bener sampainya trus stuck statusnya hri
com.shopee.id,shopie konoha juga tidak ada keadilan,3,Netral,shopie konoha juga tidak ada keadilan
com.shopee.id,Mantap Surantap,5,Positif,mantap surantap
com.shopee.id,da laganan shopee.,5,Netral,da laganan shopee
com.shopee.id,Terimakasih Shopee sudah atasi permasalahan saya. ⭐⭐⭐⭐⭐,5,Netral,terimakasih shopee sudah atasi permasalahan saya
com.shopee.id,sangat membantu dalam hal jual beli,5,Positif,sangat membantu dalam hal jual beli
com.shopee.id,"takut belanja obat,susu dll yg ad Expirenya,bisa d edit pke alat khusus. dan shopee food ga ad qris,,susa pke uang kes,ga ad kembaliannya",2,Netral,takut belanja obat susu dll yang ad expirenya bisa d edit pke alat khusus dan shopee food tidak ad qris susa pke uang kes tidak ad kembaliannya
com.shopee.id,lebih.baik dari.yg.lain,5,Positif,lebih baik dari yang lain
